2025-04-06 19:37:57 | AUTHENTICATION | User: admin | IP: 185.199.108.153 | Method: Compromised IoT Device 
2025-04-06 19:38:14 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Suspicious Network Activity 
2025-04-06 19:38:19 | AUTHENTICATION | User: admin | IP: 45.33.29.100 | Method: Cross-Site Scripting (XSS) 
2025-04-06 19:38:22 | AUTHENTICATION | User: support | IP: 45.33.29.100 | Method: DDoS Attack 
2025-04-06 19:38:25 | AUTHENTICATION | User: admin | IP: 8.8.4.4 | Method: Phishing Attempt 
2025-04-06 19:38:30 | AUTHENTICATION | User: admin | IP: 10.0.0.3 | Method: Suspicious Network Activity 
2025-04-06 19:38:34 | AUTHENTICATION | User: devops | IP: 8.8.4.4 | Method: MFA Bypassed 
2025-04-06 19:38:36 | AUTHENTICATION | User: guest | IP: 185.199.108.153 | Method: Data Exfiltration 
2025-04-06 19:38:41 | AUTHENTICATION | User: support | IP: 45.33.29.100 | Method: Privilege Escalation 
2025-04-06 19:38:44 | AUTHENTICATION | User: user1 | IP: 45.33.29.100 | Method: Suspicious File Upload 
2025-04-06 19:38:46 | AUTHENTICATION | User: admin | IP: 8.8.4.4 | Method: DDoS Attack 
2025-04-06 19:38:48 | AUTHENTICATION | User: support | IP: 45.33.29.100 | Method: Brute Force Attack 
2025-04-06 19:38:53 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Suspicious Network Activity 
2025-04-06 19:38:55 | AUTHENTICATION | User: admin | IP: 192.168.1.5 | Method: Insider Threat 

2025-04-06 19:37:57 | AUTHENTICATION | User: admin | IP: 185.199.108.153 | Method: Compromised IoT Device 
2025-04-06 19:38:00 | AUTHENTICATION | User: root | IP: 8.8.4.4 | Method: Suspicious File Upload 
2025-04-06 19:38:04 | AUTHENTICATION | User: guest | IP: 10.0.0.3 | Method: Unpatched Vulnerability 
2025-04-06 19:38:07 | AUTHENTICATION | User: devops | IP: 185.199.108.153 | Method: Ransomware Detected 
2025-04-06 19:38:09 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Malware Execution 
2025-04-06 19:38:14 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Suspicious Network Activity 
2025-04-06 19:38:19 | AUTHENTICATION | User: admin | IP: 45.33.29.100 | Method: Cross-Site Scripting (XSS) 
2025-04-06 19:38:22 | AUTHENTICATION | User: support | IP: 45.33.29.100 | Method: DDoS Attack 
2025-04-06 19:38:25 | AUTHENTICATION | User: admin | IP: 8.8.4.4 | Method: Phishing Attempt 
2025-04-06 19:38:30 | AUTHENTICATION | User: admin | IP: 10.0.0.3 | Method: Suspicious Network Activity 
2025-04-06 19:38:34 | AUTHENTICATION | User: devops | IP: 8.8.4.4 | Method: MFA Bypassed 
2025-04-06 19:38:36 | AUTHENTICATION | User: guest | IP: 185.199.108.153 | Method: Data Exfiltration 
2025-04-06 19:38:41 | AUTHENTICATION | User: support | IP: 45.33.29.100 | Method: Privilege Escalation 
2025-04-06 19:38:44 | AUTHENTICATION | User: user1 | IP: 45.33.29.100 | Method: Suspicious File Upload 
2025-04-06 19:38:46 | AUTHENTICATION | User: admin | IP: 8.8.4.4 | Method: DDoS Attack 
2025-04-06 19:38:48 | AUTHENTICATION | User: support | IP: 45.33.29.100 | Method: Brute Force Attack 
2025-04-06 19:38:53 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Suspicious Network Activity 
2025-04-06 19:38:55 | AUTHENTICATION | User: admin | IP: 192.168.1.5 | Method: Insider Threat 
2025-04-06 19:39:00 | AUTHENTICATION | User: root | IP: 192.168.1.5 | Method: Brute Force Attack 
2025-04-06 19:39:05 | AUTHENTICATION | User: support | IP: 192.168.1.5 | Method: Zero-Day Exploit 

2025-04-06 19:38:07 | AUTHENTICATION | User: devops | IP: 185.199.108.153 | Method: Ransomware Detected 
2025-04-06 19:38:09 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Malware Execution 
2025-04-06 19:38:14 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Suspicious Network Activity 
2025-04-06 19:38:19 | AUTHENTICATION | User: admin | IP: 45.33.29.100 | Method: Cross-Site Scripting (XSS) 
2025-04-06 19:38:22 | AUTHENTICATION | User: support | IP: 45.33.29.100 | Method: DDoS Attack 
2025-04-06 19:38:25 | AUTHENTICATION | User: admin | IP: 8.8.4.4 | Method: Phishing Attempt 
2025-04-06 19:38:30 | AUTHENTICATION | User: admin | IP: 10.0.0.3 | Method: Suspicious Network Activity 
2025-04-06 19:38:34 | AUTHENTICATION | User: devops | IP: 8.8.4.4 | Method: MFA Bypassed 
2025-04-06 19:38:36 | AUTHENTICATION | User: guest | IP: 185.199.108.153 | Method: Data Exfiltration 
2025-04-06 19:38:41 | AUTHENTICATION | User: support | IP: 45.33.29.100 | Method: Privilege Escalation 
2025-04-06 19:38:44 | AUTHENTICATION | User: user1 | IP: 45.33.29.100 | Method: Suspicious File Upload 
2025-04-06 19:38:46 | AUTHENTICATION | User: admin | IP: 8.8.4.4 | Method: DDoS Attack 
2025-04-06 19:38:48 | AUTHENTICATION | User: support | IP: 45.33.29.100 | Method: Brute Force Attack 
2025-04-06 19:38:53 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Suspicious Network Activity 
2025-04-06 19:38:55 | AUTHENTICATION | User: admin | IP: 192.168.1.5 | Method: Insider Threat 
2025-04-06 19:39:00 | AUTHENTICATION | User: root | IP: 192.168.1.5 | Method: Brute Force Attack 
2025-04-06 19:39:05 | AUTHENTICATION | User: support | IP: 192.168.1.5 | Method: Zero-Day Exploit 
2025-04-06 19:39:09 | AUTHENTICATION | User: admin | IP: 10.0.0.3 | Method: Privilege Escalation 
2025-04-06 19:39:14 | AUTHENTICATION | User: admin | IP: 203.0.113.10 | Method: Cross-Site Scripting (XSS) 
2025-04-06 19:39:18 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Unauthorized Access Attempt 

2025-04-06 19:38:14 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Suspicious Network Activity 
2025-04-06 19:38:19 | AUTHENTICATION | User: admin | IP: 45.33.29.100 | Method: Cross-Site Scripting (XSS) 
2025-04-06 19:38:22 | AUTHENTICATION | User: support | IP: 45.33.29.100 | Method: DDoS Attack 
2025-04-06 19:38:25 | AUTHENTICATION | User: admin | IP: 8.8.4.4 | Method: Phishing Attempt 
2025-04-06 19:38:30 | AUTHENTICATION | User: admin | IP: 10.0.0.3 | Method: Suspicious Network Activity 
2025-04-06 19:38:34 | AUTHENTICATION | User: devops | IP: 8.8.4.4 | Method: MFA Bypassed 
2025-04-06 19:38:36 | AUTHENTICATION | User: guest | IP: 185.199.108.153 | Method: Data Exfiltration 
2025-04-06 19:38:41 | AUTHENTICATION | User: support | IP: 45.33.29.100 | Method: Privilege Escalation 
2025-04-06 19:38:44 | AUTHENTICATION | User: user1 | IP: 45.33.29.100 | Method: Suspicious File Upload 
2025-04-06 19:38:46 | AUTHENTICATION | User: admin | IP: 8.8.4.4 | Method: DDoS Attack 
2025-04-06 19:38:48 | AUTHENTICATION | User: support | IP: 45.33.29.100 | Method: Brute Force Attack 
2025-04-06 19:38:53 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Suspicious Network Activity 
2025-04-06 19:38:55 | AUTHENTICATION | User: admin | IP: 192.168.1.5 | Method: Insider Threat 
2025-04-06 19:39:00 | AUTHENTICATION | User: root | IP: 192.168.1.5 | Method: Brute Force Attack 
2025-04-06 19:39:05 | AUTHENTICATION | User: support | IP: 192.168.1.5 | Method: Zero-Day Exploit 
2025-04-06 19:39:09 | AUTHENTICATION | User: admin | IP: 10.0.0.3 | Method: Privilege Escalation 
2025-04-06 19:39:14 | AUTHENTICATION | User: admin | IP: 203.0.113.10 | Method: Cross-Site Scripting (XSS) 
2025-04-06 19:39:18 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Unauthorized Access Attempt 
2025-04-06 19:39:23 | AUTHENTICATION | User: guest | IP: 185.199.108.153 | Method: Suspicious Network Activity 
2025-04-06 19:39:25 | AUTHENTICATION | User: guest | IP: 8.8.4.4 | Method: Privilege Escalation 

2025-04-06 19:38:25 | AUTHENTICATION | User: admin | IP: 8.8.4.4 | Method: Phishing Attempt 
2025-04-06 19:38:30 | AUTHENTICATION | User: admin | IP: 10.0.0.3 | Method: Suspicious Network Activity 
2025-04-06 19:38:34 | AUTHENTICATION | User: devops | IP: 8.8.4.4 | Method: MFA Bypassed 
2025-04-06 19:38:36 | AUTHENTICATION | User: guest | IP: 185.199.108.153 | Method: Data Exfiltration 
2025-04-06 19:38:41 | AUTHENTICATION | User: support | IP: 45.33.29.100 | Method: Privilege Escalation 
2025-04-06 19:38:44 | AUTHENTICATION | User: user1 | IP: 45.33.29.100 | Method: Suspicious File Upload 
2025-04-06 19:38:46 | AUTHENTICATION | User: admin | IP: 8.8.4.4 | Method: DDoS Attack 
2025-04-06 19:38:48 | AUTHENTICATION | User: support | IP: 45.33.29.100 | Method: Brute Force Attack 
2025-04-06 19:38:53 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Suspicious Network Activity 
2025-04-06 19:38:55 | AUTHENTICATION | User: admin | IP: 192.168.1.5 | Method: Insider Threat 
2025-04-06 19:39:00 | AUTHENTICATION | User: root | IP: 192.168.1.5 | Method: Brute Force Attack 
2025-04-06 19:39:05 | AUTHENTICATION | User: support | IP: 192.168.1.5 | Method: Zero-Day Exploit 
2025-04-06 19:39:09 | AUTHENTICATION | User: admin | IP: 10.0.0.3 | Method: Privilege Escalation 
2025-04-06 19:39:14 | AUTHENTICATION | User: admin | IP: 203.0.113.10 | Method: Cross-Site Scripting (XSS) 
2025-04-06 19:39:18 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Unauthorized Access Attempt 
2025-04-06 19:39:23 | AUTHENTICATION | User: guest | IP: 185.199.108.153 | Method: Suspicious Network Activity 
2025-04-06 19:39:25 | AUTHENTICATION | User: guest | IP: 8.8.4.4 | Method: Privilege Escalation 
2025-04-06 19:39:29 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Ransomware Detected 
2025-04-06 19:39:34 | AUTHENTICATION | User: devops | IP: 45.33.29.100 | Method: Suspicious File Upload 
2025-04-06 19:39:37 | AUTHENTICATION | User: root | IP: 185.199.108.153 | Method: SQL Injection 

2025-04-06 19:38:36 | AUTHENTICATION | User: guest | IP: 185.199.108.153 | Method: Data Exfiltration 
2025-04-06 19:38:41 | AUTHENTICATION | User: support | IP: 45.33.29.100 | Method: Privilege Escalation 
2025-04-06 19:38:44 | AUTHENTICATION | User: user1 | IP: 45.33.29.100 | Method: Suspicious File Upload 
2025-04-06 19:38:46 | AUTHENTICATION | User: admin | IP: 8.8.4.4 | Method: DDoS Attack 
2025-04-06 19:38:48 | AUTHENTICATION | User: support | IP: 45.33.29.100 | Method: Brute Force Attack 
2025-04-06 19:38:53 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Suspicious Network Activity 
2025-04-06 19:38:55 | AUTHENTICATION | User: admin | IP: 192.168.1.5 | Method: Insider Threat 
2025-04-06 19:39:00 | AUTHENTICATION | User: root | IP: 192.168.1.5 | Method: Brute Force Attack 
2025-04-06 19:39:05 | AUTHENTICATION | User: support | IP: 192.168.1.5 | Method: Zero-Day Exploit 
2025-04-06 19:39:09 | AUTHENTICATION | User: admin | IP: 10.0.0.3 | Method: Privilege Escalation 
2025-04-06 19:39:14 | AUTHENTICATION | User: admin | IP: 203.0.113.10 | Method: Cross-Site Scripting (XSS) 
2025-04-06 19:39:18 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Unauthorized Access Attempt 
2025-04-06 19:39:23 | AUTHENTICATION | User: guest | IP: 185.199.108.153 | Method: Suspicious Network Activity 
2025-04-06 19:39:25 | AUTHENTICATION | User: guest | IP: 8.8.4.4 | Method: Privilege Escalation 
2025-04-06 19:39:29 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Ransomware Detected 
2025-04-06 19:39:34 | AUTHENTICATION | User: devops | IP: 45.33.29.100 | Method: Suspicious File Upload 
2025-04-06 19:39:37 | AUTHENTICATION | User: root | IP: 185.199.108.153 | Method: SQL Injection 
2025-04-06 19:39:39 | AUTHENTICATION | User: root | IP: 8.8.4.4 | Method: Phishing Attempt 
2025-04-06 19:39:44 | AUTHENTICATION | User: user1 | IP: 192.168.1.5 | Method: DDoS Attack 
2025-04-06 19:39:48 | AUTHENTICATION | User: devops | IP: 203.0.113.10 | Method: SQL Injection 

2025-04-06 19:38:46 | AUTHENTICATION | User: admin | IP: 8.8.4.4 | Method: DDoS Attack 
2025-04-06 19:38:48 | AUTHENTICATION | User: support | IP: 45.33.29.100 | Method: Brute Force Attack 
2025-04-06 19:38:53 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Suspicious Network Activity 
2025-04-06 19:38:55 | AUTHENTICATION | User: admin | IP: 192.168.1.5 | Method: Insider Threat 
2025-04-06 19:39:00 | AUTHENTICATION | User: root | IP: 192.168.1.5 | Method: Brute Force Attack 
2025-04-06 19:39:05 | AUTHENTICATION | User: support | IP: 192.168.1.5 | Method: Zero-Day Exploit 
2025-04-06 19:39:09 | AUTHENTICATION | User: admin | IP: 10.0.0.3 | Method: Privilege Escalation 
2025-04-06 19:39:14 | AUTHENTICATION | User: admin | IP: 203.0.113.10 | Method: Cross-Site Scripting (XSS) 
2025-04-06 19:39:18 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Unauthorized Access Attempt 
2025-04-06 19:39:23 | AUTHENTICATION | User: guest | IP: 185.199.108.153 | Method: Suspicious Network Activity 
2025-04-06 19:39:25 | AUTHENTICATION | User: guest | IP: 8.8.4.4 | Method: Privilege Escalation 
2025-04-06 19:39:29 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Ransomware Detected 
2025-04-06 19:39:34 | AUTHENTICATION | User: devops | IP: 45.33.29.100 | Method: Suspicious File Upload 
2025-04-06 19:39:37 | AUTHENTICATION | User: root | IP: 185.199.108.153 | Method: SQL Injection 
2025-04-06 19:39:39 | AUTHENTICATION | User: root | IP: 8.8.4.4 | Method: Phishing Attempt 
2025-04-06 19:39:44 | AUTHENTICATION | User: user1 | IP: 192.168.1.5 | Method: DDoS Attack 
2025-04-06 19:39:48 | AUTHENTICATION | User: devops | IP: 203.0.113.10 | Method: SQL Injection 
2025-04-06 19:39:50 | AUTHENTICATION | User: root | IP: 10.0.0.3 | Method: Exploit Attempt 
2025-04-06 19:39:53 | AUTHENTICATION | User: root | IP: 185.199.108.153 | Method: Cross-Site Scripting (XSS) 
2025-04-06 19:39:57 | AUTHENTICATION | User: admin | IP: 185.199.108.153 | Method: Suspicious File Upload 

2025-04-06 19:38:53 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Suspicious Network Activity 
2025-04-06 19:38:55 | AUTHENTICATION | User: admin | IP: 192.168.1.5 | Method: Insider Threat 
2025-04-06 19:39:00 | AUTHENTICATION | User: root | IP: 192.168.1.5 | Method: Brute Force Attack 
2025-04-06 19:39:05 | AUTHENTICATION | User: support | IP: 192.168.1.5 | Method: Zero-Day Exploit 
2025-04-06 19:39:09 | AUTHENTICATION | User: admin | IP: 10.0.0.3 | Method: Privilege Escalation 
2025-04-06 19:39:14 | AUTHENTICATION | User: admin | IP: 203.0.113.10 | Method: Cross-Site Scripting (XSS) 
2025-04-06 19:39:18 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Unauthorized Access Attempt 
2025-04-06 19:39:23 | AUTHENTICATION | User: guest | IP: 185.199.108.153 | Method: Suspicious Network Activity 
2025-04-06 19:39:25 | AUTHENTICATION | User: guest | IP: 8.8.4.4 | Method: Privilege Escalation 
2025-04-06 19:39:29 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Ransomware Detected 
2025-04-06 19:39:34 | AUTHENTICATION | User: devops | IP: 45.33.29.100 | Method: Suspicious File Upload 
2025-04-06 19:39:37 | AUTHENTICATION | User: root | IP: 185.199.108.153 | Method: SQL Injection 
2025-04-06 19:39:39 | AUTHENTICATION | User: root | IP: 8.8.4.4 | Method: Phishing Attempt 
2025-04-06 19:39:44 | AUTHENTICATION | User: user1 | IP: 192.168.1.5 | Method: DDoS Attack 
2025-04-06 19:39:48 | AUTHENTICATION | User: devops | IP: 203.0.113.10 | Method: SQL Injection 
2025-04-06 19:39:50 | AUTHENTICATION | User: root | IP: 10.0.0.3 | Method: Exploit Attempt 
2025-04-06 19:39:53 | AUTHENTICATION | User: root | IP: 185.199.108.153 | Method: Cross-Site Scripting (XSS) 
2025-04-06 19:39:57 | AUTHENTICATION | User: admin | IP: 185.199.108.153 | Method: Suspicious File Upload 
2025-04-06 19:40:01 | AUTHENTICATION | User: user1 | IP: 10.0.0.3 | Method: SQL Injection 
2025-04-06 19:40:06 | AUTHENTICATION | User: root | IP: 185.199.108.153 | Method: SQL Injection 

2025-04-06 19:39:05 | AUTHENTICATION | User: support | IP: 192.168.1.5 | Method: Zero-Day Exploit 
2025-04-06 19:39:09 | AUTHENTICATION | User: admin | IP: 10.0.0.3 | Method: Privilege Escalation 
2025-04-06 19:39:14 | AUTHENTICATION | User: admin | IP: 203.0.113.10 | Method: Cross-Site Scripting (XSS) 
2025-04-06 19:39:18 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Unauthorized Access Attempt 
2025-04-06 19:39:23 | AUTHENTICATION | User: guest | IP: 185.199.108.153 | Method: Suspicious Network Activity 
2025-04-06 19:39:25 | AUTHENTICATION | User: guest | IP: 8.8.4.4 | Method: Privilege Escalation 
2025-04-06 19:39:29 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Ransomware Detected 
2025-04-06 19:39:34 | AUTHENTICATION | User: devops | IP: 45.33.29.100 | Method: Suspicious File Upload 
2025-04-06 19:39:37 | AUTHENTICATION | User: root | IP: 185.199.108.153 | Method: SQL Injection 
2025-04-06 19:39:39 | AUTHENTICATION | User: root | IP: 8.8.4.4 | Method: Phishing Attempt 
2025-04-06 19:39:44 | AUTHENTICATION | User: user1 | IP: 192.168.1.5 | Method: DDoS Attack 
2025-04-06 19:39:48 | AUTHENTICATION | User: devops | IP: 203.0.113.10 | Method: SQL Injection 
2025-04-06 19:39:50 | AUTHENTICATION | User: root | IP: 10.0.0.3 | Method: Exploit Attempt 
2025-04-06 19:39:53 | AUTHENTICATION | User: root | IP: 185.199.108.153 | Method: Cross-Site Scripting (XSS) 
2025-04-06 19:39:57 | AUTHENTICATION | User: admin | IP: 185.199.108.153 | Method: Suspicious File Upload 
2025-04-06 19:40:01 | AUTHENTICATION | User: user1 | IP: 10.0.0.3 | Method: SQL Injection 
2025-04-06 19:40:06 | AUTHENTICATION | User: root | IP: 185.199.108.153 | Method: SQL Injection 
2025-04-06 19:40:11 | AUTHENTICATION | User: guest | IP: 203.0.113.10 | Method: MFA Bypassed 
2025-04-06 19:40:15 | AUTHENTICATION | User: devops | IP: 45.33.29.100 | Method: Anomalous Login Location 
2025-04-06 19:40:18 | AUTHENTICATION | User: devops | IP: 8.8.4.4 | Method: Cross-Site Scripting (XSS) 

2025-04-06 19:39:18 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Unauthorized Access Attempt 
2025-04-06 19:39:23 | AUTHENTICATION | User: guest | IP: 185.199.108.153 | Method: Suspicious Network Activity 
2025-04-06 19:39:25 | AUTHENTICATION | User: guest | IP: 8.8.4.4 | Method: Privilege Escalation 
2025-04-06 19:39:29 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Ransomware Detected 
2025-04-06 19:39:34 | AUTHENTICATION | User: devops | IP: 45.33.29.100 | Method: Suspicious File Upload 
2025-04-06 19:39:37 | AUTHENTICATION | User: root | IP: 185.199.108.153 | Method: SQL Injection 
2025-04-06 19:39:39 | AUTHENTICATION | User: root | IP: 8.8.4.4 | Method: Phishing Attempt 
2025-04-06 19:39:44 | AUTHENTICATION | User: user1 | IP: 192.168.1.5 | Method: DDoS Attack 
2025-04-06 19:39:48 | AUTHENTICATION | User: devops | IP: 203.0.113.10 | Method: SQL Injection 
2025-04-06 19:39:50 | AUTHENTICATION | User: root | IP: 10.0.0.3 | Method: Exploit Attempt 
2025-04-06 19:39:53 | AUTHENTICATION | User: root | IP: 185.199.108.153 | Method: Cross-Site Scripting (XSS) 
2025-04-06 19:39:57 | AUTHENTICATION | User: admin | IP: 185.199.108.153 | Method: Suspicious File Upload 
2025-04-06 19:40:01 | AUTHENTICATION | User: user1 | IP: 10.0.0.3 | Method: SQL Injection 
2025-04-06 19:40:06 | AUTHENTICATION | User: root | IP: 185.199.108.153 | Method: SQL Injection 
2025-04-06 19:40:11 | AUTHENTICATION | User: guest | IP: 203.0.113.10 | Method: MFA Bypassed 
2025-04-06 19:40:15 | AUTHENTICATION | User: devops | IP: 45.33.29.100 | Method: Anomalous Login Location 
2025-04-06 19:40:18 | AUTHENTICATION | User: devops | IP: 8.8.4.4 | Method: Cross-Site Scripting (XSS) 
2025-04-06 19:40:22 | AUTHENTICATION | User: user1 | IP: 8.8.4.4 | Method: SQL Injection 
2025-04-06 19:40:24 | AUTHENTICATION | User: root | IP: 8.8.4.4 | Method: Phishing Attempt 
2025-04-06 19:40:28 | AUTHENTICATION | User: user1 | IP: 185.199.108.153 | Method: Compromised IoT Device 

2025-04-06 19:39:25 | AUTHENTICATION | User: guest | IP: 8.8.4.4 | Method: Privilege Escalation 
2025-04-06 19:39:29 | AUTHENTICATION | User: support | IP: 8.8.4.4 | Method: Ransomware Detected 
2025-04-06 19:39:34 | AUTHENTICATION | User: devops | IP: 45.33.29.100 | Method: Suspicious File Upload 
2025-04-06 19:39:37 | AUTHENTICATION | User: root | IP: 185.199.108.153 | Method: SQL Injection 
